,Unnamed: 0,drugbank_id,name,groups,indication,smiles,type
579,579,DB00724,Imiquimod,approved|investigational,"Imiquimod is a toll-like receptor 7 agonist used to treat non hyperkeratotic, non hypertrophic actinic keratosis, basal cell carcinoma, genital or perianal warts, and condyloma acuminata.",CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,small molecule
580,580,DB00725,Homatropine methylbromide,approved,"Homatropine methylbromide is a muscarinic receptor antagonist used to treat peptic ulcers, gastric ulcers, and duodenal ulcers.",[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1,small molecule
581,581,DB00726,Trimipramine,approved,Trimipramine is a tricyclic antidepressant used to treat depression.,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,small molecule
582,582,DB00727,Nitroglycerin,approved|investigational,"Nitroglycerin is a nitrate vasodilator used to treat or prevent angina, heart failure, hypertension, and anal fissures.",[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,small molecule
583,583,DB00728,Rocuronium,approved,Rocuronium is a vecuronium analog used to facilitate tracheal intubation and to relax skeletal muscles during surgery.,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,small molecule
584,584,DB00730,Thiabendazole,approved|vet_approved,"Thiabendazole is a benzimidazole used in the treatment of strongyloides, cutaneous larva migrans, visceral larva migrans, and trichinosis infections.",N1C2=CC=CC=C2N=C1C1=CSC=N1,small molecule
585,585,DB00731,Nateglinide,approved|investigational,Nateglinide is a meglitinide used to treat non insulin dependent diabetes mellitus.,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,small molecule
586,586,DB00732,Atracurium besylate,approved,Atracurium besylate is a non-depolarizing neuromuscular blocker used to facilitate endotracheal intubation and relax skeletal muscles during surgery.,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,small molecule
587,587,DB00733,Pralidoxime,approved|vet_approved,Pralidoxime is a cholinesterase reactivator used to treat organophosphate poisoning.,C[N+]1=C(\C=N\O)C=CC=C1,small molecule
588,588,DB00734,Risperidone,approved|investigational,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression.",CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,small molecule
589,589,DB00735,Naftifine,approved,"Naftifine is an antifungal agent used to treat infections of the Tinea, Trichophyton, and Epidermophyton species.",CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,small molecule
590,590,DB00736,Esomeprazole,approved|investigational,"Esomeprazole is a proton pump inhibitor used to treat GERD, reduce the risk of NSAID associated gastric ulcers, eradicate H. pylori, and to treat conditions causing gastric acid hypersecretion.",COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,small molecule
591,591,DB00737,Meclizine,approved,"Meclizine is a histamine H1 antagonist used to treat nausea, vomiting, and dizziness associated with motion sickness.",CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,small molecule
592,592,DB00738,Pentamidine,approved|investigational,Pentamidine is an antifungal agent used to treat Pneumocystis pneumonia in patients infected with HIV.,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,small molecule
593,593,DB00739,Hetacillin,approved|vet_approved|withdrawn,Hetacillin is a beta-lactam antibiotic prodrug used to treat bacterial infections,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O,small molecule
594,594,DB00740,Riluzole,approved|investigational,Riluzole is a glutamate antagonist used to treat amyotrophic lateral sclerosis.,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,small molecule
595,595,DB00741,Hydrocortisone,approved|vet_approved,"Hydrocortisone is a glucocorticoid used to treat corticosteroid-responsive dermatoses, endocrine disorders, immune conditions, and allergic disorders.",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,small molecule
596,596,DB00742,Mannitol,approved|investigational,"Mannitol is a sugar alcohol used to test for asthma, to reduce intracranial and intraocular pressure, to measure glomerular filtration rate, and to manage pulmonary symptoms associated with cystic fibrosis.",OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,small molecule
597,597,DB00743,Gadobenic acid,approved|investigational,Gadobenic acid is a gadolinium compound used as a contrast agent in MRIs.,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,small molecule
598,598,DB00744,Zileuton,approved|investigational|withdrawn,Zileuton is a leukotriene synthesis inhibitor used in the prophylaxis and treatment of chronic asthma.,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,small molecule
599,599,DB00745,Modafinil,approved|investigational,"Modafinil is a stimulant used to improve wakefulness in patients with sleep apnea, narcolepsy, or shift work disorder.",NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
600,600,DB00746,Deferoxamine,approved|investigational,Deferoxamine is a chelating agent used to treat iron or aluminum toxicity and some blood transfusion dependent anemias.,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,small molecule
601,601,DB00747,Scopolamine,approved|investigational,Scopolamine is a belladonna alkaloid with anticholinergic effects indicated for the treatment of nausea and vomiting associated with motion sickness and postoperative nausea and vomiting (PONV).,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,small molecule
602,602,DB00748,Carbinoxamine,approved,"Carbinoxamine is a first generation antihistamine used to treat allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis, allergic reactions, and mild allergic reactions.",CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,small molecule
603,603,DB00749,Etodolac,approved|investigational|vet_approved,"Etodolac is an NSAID used to treat osteoarthritis and rheumatoid arthritis, as well as acute pain.",CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,small molecule
604,604,DB00750,Prilocaine,approved,Prilocaine is a local anesthetic used in dental procedures.,CCCNC(C)C(=O)NC1=CC=CC=C1C,small molecule
605,605,DB00751,Epinastine,approved|investigational,Epinastine is an H1 receptor antagonist used to prevent itching in allergic conjunctivitis.,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,small molecule
606,606,DB00752,Tranylcypromine,approved|investigational,Tranylcypromine is a monoamine oxidase inhibitor used to treat major depressive disorder.,NC1CC1C1=CC=CC=C1,small molecule
607,607,DB00753,Isoflurane,approved|vet_approved,Isoflurane is an inhaled general anesthetic used in surgery.,FC(F)OC(Cl)C(F)(F)F,small molecule
608,608,DB00754,Ethotoin,approved,Ethotoin is a hydantoin antiepileptic used to control tonic-clonic and complex partial seizures.,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,small molecule
609,609,DB00755,Tretinoin,approved|investigational|nutraceutical,"Tretinoin is a vitamin A derivative used to treat acne vulgaris and certain types of promyelocytic leukemia, as well as various skin conditions in over-the-counter medications.",C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,small molecule
610,610,DB00756,Hexachlorophene,approved|withdrawn,Hexachlorophene is a chlorinated bisphenol antiseptic used as a surgical scrub and skin cleanser.,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,small molecule
611,611,DB00757,Dolasetron,approved|investigational,Dolasetron is an antinauseant and antiemetic used in chemotherapy and postoperatively.,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,small molecule
612,612,DB00758,Clopidogrel,approved,"Clopidogrel is an antiplatelet agent used to prevent blood clots in peripheral vascular disease, coronary artery disease, and cerebrovascular disease.",[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,small molecule
613,613,DB00759,Tetracycline,approved|vet_approved|withdrawn,Tetracycline is an antibiotic used to treat a wide variety of susceptible infections.,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,small molecule
614,614,DB00760,Meropenem,approved|investigational,Meropenem is a carbapenem antibiotic used to treat a wide variety of infections in the body.,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],small molecule
615,615,DB00761,Potassium chloride,approved|withdrawn,Potassium chloride is a potassium salt used to treat hypokalemia.,[Cl-].[K+],small molecule
616,616,DB00762,Irinotecan,approved|investigational,Irinotecan is an antineoplastic enzyme inhibitor used to treat metastatic carcinoma of the colon or rectum.,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,small molecule
617,617,DB00763,Methimazole,approved,"Methimazole is a thionamide antithyroid agent that inhibits the actions of thyroid peroxidase, leading to a reduction in thyroid hormone synthesis and amelioration of hyperthyroidism.",CN1C=CNC1=S,small molecule
618,618,DB00765,Metyrosine,approved,Metyrosine is a tyrosine 3-monooxygenase inhibitor used to treat excessive sympathetic stimulation in pheochromocytoma.,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,small molecule
619,619,DB00766,Clavulanic acid,approved|vet_approved,Clavulanic acid is a beta lactamase inhibitor used to enhance the effectiveness of beta lactam antibiotics.,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,small molecule
620,620,DB00768,Olopatadine,approved,Olopatadine is a histamine H1 antagonist used to treat allergic conjunctivitis and rhinitis.,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,small molecule
621,621,DB00769,Hydrocortamate,approved,Used topically as an antiinflammatory in the treatment of steroid-responsive dermatoses,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,small molecule
622,622,DB00770,Alprostadil,approved|investigational,Alprostadil is a prostaglandin E1 agonist used for the treatment of erectile dysfunction and as an adjunct for its diagnosis.,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,small molecule
623,623,DB00771,Clidinium,approved,"Clidinium is a synthetic anticholinergic used to treat peptic ulcer disease, colicky abdominal pain, diverticulitis, and IBS.",C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
624,624,DB00772,Malathion,approved|investigational,Malathion is a parasympathomimetic organophosphate used to treat head lice.,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,small molecule
625,625,DB00773,Etoposide,approved,Etoposide is a podophyllotoxin derivative used to treat testicular and small cell lung tumors.,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,small molecule
626,626,DB00774,Hydroflumethiazide,approved|investigational|withdrawn,Hydroflumethiazide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure and liver cirrhosis.,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,small molecule
627,627,DB00775,Tirofiban,approved,Tirofiban is a platelet aggregation inhibitor used to prevent thrombotic events in non-ST elevated acute coronary syndrome.,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,small molecule
628,628,DB00776,Oxcarbazepine,approved,Oxcarbazepine is an anti-epileptic used in the treatment of partial-onset seizures.,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,small molecule
629,629,DB00777,Propiomazine,approved,Propiomazine is largely used for its antihistamininc sleep inducing effects in treating insomnia,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,small molecule
630,630,DB00778,Roxithromycin,approved|investigational|withdrawn,Roxithromycin is an antibiotic used to treat a variety of susceptible bacterial infections.,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,small molecule
631,631,DB00779,Nalidixic acid,approved|investigational,Nalidixic acid is a quinolone antibiotic used to treat urinary tract infections.,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,small molecule
632,632,DB00780,Phenelzine,approved,"Phenelzine is a monoamine oxidase inhibitor used to treat atypical, nonendogenous, or neurotic depression.",NNCCC1=CC=CC=C1,small molecule
633,633,DB00782,Propantheline,approved,"Propantheline is an antimuscarinic agent used to treat urinary incontinence, hyperhidrosis, as well as cramps and spasms of the stomach, intestines, and bladder.",CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,small molecule
634,634,DB00783,Estradiol,approved|investigational|vet_approved,"Estradiol is an estrogenic steroid used to treat vasomotor symptoms of vulvar and vaginal atrophy in menopause, hypoestrogenism, prevention of postmenopausal osteoporosis, treatment of breast cancer, and advanced androgen-dependent carcinoma of the prostate.",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,small molecule
635,635,DB00784,Mefenamic acid,approved,"Mefenamic acid is an NSAID used to treat mild to moderate pain for no more than a week, and primary dysmenorrhea.",CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,small molecule
636,636,DB00787,Acyclovir,approved,"Acyclovir is a guanosine analog used to treat herpes simplex, varicella zoster, herpes zoster.",NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,small molecule
637,637,DB00788,Naproxen,approved|vet_approved,"Naproxen is an NSAID used to treat rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, polyarticular juvenile idiopathic arthritis, tendinitis, bursitis, acute gout, primary dysmenorrhea, and mild to moderate pain.",COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,small molecule
638,638,DB00789,Gadopentetic acid,approved,Gadopentetic acid is a gadolinium compound used as a contrast agent in MRIs.,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,small molecule
639,639,DB00790,Perindopril,approved,"Perindopril is an ACE inhibitor prodrug used to treat hypertension, mild to moderate congestive heart failure, and to reduce cardiovascular risk in patients with hypertension or post-myocardial infarction.",[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,small molecule
640,640,DB00791,Uracil mustard,approved,Used for its antineoplastic properties,ClCCN(CCCl)C1=CNC(=O)NC1=O,small molecule
641,641,DB00792,Tripelennamine,approved|vet_approved,"Tripelennamine is a histamine H1 antagonist used to treat hypersensitivity reactions, coughs, and the common cold.",CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,small molecule
642,642,DB00793,Haloprogin,approved|withdrawn,"Used to treat fungal (Tinea) skin infections such as athlete's foot, jock itch, ringworm, and tinea versicolor",ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,small molecule
643,643,DB00794,Primidone,approved|vet_approved,"Primidone is an antiepileptic used to treat grand mal, psychomotor, and focal epileptic seizures.",CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,small molecule
644,644,DB00795,Sulfasalazine,approved,"Sulfasalazine is a salicylate used to treat Crohn's disease, ulcerative colitis, and rheumatoid arthritis.",OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,small molecule
645,645,DB00796,Candesartan cilexetil,approved,"Candesartan cilexetil is an angiotensin receptor blocker used to treat hypertension, systolic hypertension, left ventricular hypertrophy, and delay progression of diabetic nephropathy.",CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,small molecule
646,646,DB00797,Tolazoline,approved|vet_approved,Tolazoline is a vasodilator used to treat pulmonary artery anomalies.,C(C1=NCCN1)C1=CC=CC=C1,small molecule
647,647,DB00799,Tazarotene,approved|investigational,"Tazarotene is an acetylenic retinoid used to treat fine wrinkles, mottled pigmentation of the skin, acne vulgaris, and plaque psoriasis.",CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,small molecule
648,648,DB00800,Fenoldopam,approved,Fenoldopam is a dopamine D1 receptor agonist used for the short term management of hypertension.,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,small molecule
649,649,DB00801,Halazepam,approved|illicit|withdrawn,"Used to relieve anxiety, nervousness, and tension associated with anxiety disorders",FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,small molecule
650,650,DB00802,Alfentanil,approved|illicit,"Alfentanil is an opioid agonist used to induce and maintain anesthesia, as well as an analgesic.",CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,small molecule
651,651,DB00803,Colistin,approved,Colistin is a polymyxin antibiotic used to treat bacterial infections caused by susceptible Gram negative bacteria.,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,small molecule
652,652,DB00804,Dicyclomine,approved,Dicyclomine is an antimuscarinic agent used to treat IBS.,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,small molecule
653,653,DB00805,Minaprine,approved,For the treatment of depression,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,small molecule
654,654,DB00806,Pentoxifylline,approved|investigational,Pentoxifylline is a methylxanthine derivative used to treat intermittent claudication caused by chronic occlusive arterial disease of the limbs.,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,small molecule
655,655,DB00807,Proparacaine,approved|vet_approved,Proparacaine is a topical anesthetic used for ophthalmic practice.,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,small molecule
656,656,DB00808,Indapamide,approved,Indapamide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,small molecule
657,657,DB00809,Tropicamide,approved|investigational,Tropicamide is a muscarinic receptor antagonist used to induce mydriasis and cycloplegia for diagnostic procedures.,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,small molecule
658,658,DB00810,Biperiden,approved|investigational,Biperiden is a muscarinic receptor antagonist used to treat parkinsonism and control extrapyramidal side effects of neuroleptic drugs.,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,small molecule
659,659,DB00811,Ribavirin,approved,Ribavirin is a guanosine nucleoside used to treat some forms of Hepatitis C.,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,small molecule
660,660,DB00812,Phenylbutazone,approved|vet_approved,Phenylbutazone is an NSAID used to treat backache and ankylosing spondylitis.,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,small molecule
661,661,DB00813,Fentanyl,approved|illicit|investigational|vet_approved,"Fentanyl is an opioid analgesic used in anesthesia, for breakthrough cancer pain, or round the clock pain management.",CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,small molecule
662,662,DB00814,Meloxicam,approved|vet_approved,"Meloxicam is an NSAID used to treat osteoarthritis in adults, rheumatoid arthritis in adults, and juvenile rheumatoid arthritis in pediatrics.",CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,small molecule
663,663,DB00816,Orciprenaline,approved,"Orciprenaline is a beta-2 adrenergic agonist used to treat bronchospasm, asthma, and COPD.",CC(C)NCC(O)C1=CC(O)=CC(O)=C1,small molecule
664,664,DB00817,Rosoxacin,approved|investigational,"For the treatment of bacterial infection of respiratory tract, urinary tract, GI, CNS and immuno compromised patients",CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,small molecule
665,665,DB00818,Propofol,approved|investigational|vet_approved,Propofol is a medication used in general anesthesia and for sedation.,CC(C)C1=CC=CC(C(C)C)=C1O,small molecule
666,666,DB00819,Acetazolamide,approved|vet_approved,"Acetazolamide is a carbonic anhydrase inhibitor used to treat edema from heart failure or medications, certain types of epilepsy, and glaucoma.",CC(=O)NC1=NN=C(S1)S(N)(=O)=O,small molecule
667,667,DB00820,Tadalafil,approved|investigational,"Tadalafil is a phosphodiesterase 5 inhibitor used to treat erectile dysfunction, benign prostatic hyperplasia, and pulmonary arterial hypertension.",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,small molecule
668,668,DB00821,Carprofen,approved|vet_approved|withdrawn,For use as a pain reliever in the treatment of joint pain and post-surgical pain,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,small molecule
669,669,DB00822,Disulfiram,approved,Disulfiram is a carbamate derivative used to treat alcohol addiction.,CCN(CC)C(=S)SSC(=S)N(CC)CC,small molecule
670,670,DB00823,Ethynodiol diacetate,approved,Ethynodiol diacetate is an oral contraceptive used to prevent pregnancy.,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],small molecule
671,671,DB00824,Enprofylline,approved|experimental,Used in the management of symptoms of asthma,CCCN1C2=C(NC=N2)C(=O)NC1=O,small molecule
672,672,DB00825,Levomenthol,approved,Menthol is an organic compound used to treat mild to moderate muscle and joint pain.,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,small molecule
673,673,DB00826,Natamycin,approved,Natamycin is a macrolide antifungal used to treat fungal infections of the eye.,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,small molecule
674,674,DB00827,Cinoxacin,approved|investigational|withdrawn,"For the treatment of initial and recurrent urinary tract infections in adults caused by the following susceptible microorganisms: <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Proteus vulgaris</i>, <i>Klebsiella</i> species (including <i>K",CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,small molecule
675,675,DB00828,Fosfomycin,approved,Fosfomycin is a broad spectrum antibiotic used to treat uncomplicated urinary tract infections.,C[C@@H]1O[C@@H]1P(O)(O)=O,small molecule
676,676,DB00829,Diazepam,approved|illicit|investigational|vet_approved,"Diazepam is a long-acting benzodiazepine with rapid onset commonly used to treat panic disorders, severe anxiety, alcohol withdrawal, and seizures.",CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,small molecule
677,677,DB00830,Phenmetrazine,approved|illicit,Used as an anorectic in the treatment of obesity,CC1NCCOC1C1=CC=CC=C1,small molecule
678,678,DB00831,Trifluoperazine,approved|investigational,"Trifluoperazine is a phenothiazine used to treat depression, anxiety, and agitation.",CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,small molecule
679,679,DB00832,Phensuximide,approved,For the treatment of epilepsy,CN1C(=O)CC(C1=O)C1=CC=CC=C1,small molecule
680,680,DB00833,Cefaclor,approved,Cefaclor is a second generation cephalosporin used to treat a wide variety of infections in the body.,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,small molecule
681,681,DB00834,Mifepristone,approved|investigational,"Mifepristone is a cortisol receptor blocker used to treat Cushing's syndrome, and to terminate pregnancies up to 70 days gestation.",[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],small molecule
682,682,DB00835,Brompheniramine,approved,"Brompheniramine is a histamine H1 antagonist used to treat coughs, upper respiratory symptoms, and nasal congestion associated with allergies and the common cold.",CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,small molecule
683,683,DB00836,Loperamide,approved,"Loperamide is a long acting antidiarrheal used to control nonspecific diarrhea and chronic diarrhea caused by inflammatory bowel disease, or gastroenteritis.",CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
684,684,DB00838,Clocortolone,approved,Clocortolone is a corticosteroid used to treat inflammatory and pruritic dermatoses of the scalp.,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,small molecule
685,685,DB00839,Tolazamide,approved|investigational,Tolazamide is a sulfonylurea used in the treatment of non insulin dependent diabetes mellitus.,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,small molecule
686,686,DB00841,Dobutamine,approved,Dobutamine is a beta-1 agonist used to treat cardiac decompensation in patients with organic heart disease or from cardiac surgery.,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,small molecule
687,687,DB00842,Oxazepam,approved,"Oxazepam is an intermediate-acting benzodiazepine with slow onset commonly used to treat panic disorders, severe anxiety, alcohol withdrawals, and insomnia.",OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,small molecule
688,688,DB00843,Donepezil,approved,Donepezil is an acetylcholinesterase inhibitor used to treat the behavioral and cognitive effects of Alzheimer's Disease and other types of dementia.,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,small molecule
689,689,DB00844,Nalbuphine,approved,"Nalbuphine is an opioid agonist-antagonist used to treat pain, for pre and postoperative analgesia, and for analgesia in labor and delivery.",O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,small molecule
